Date,GOL,CVC,WEGE,MGLU,TOTS,BOVA
2015-01-02,14.989999771118164,15.199999809265137,11.846153259277344,0.23281200230121613,11.910701751708984,47.2599983215332
2015-01-05,14.850000381469727,15.0,11.926922798156738,0.237186998128891,11.544731140136719,46.31999969482422
2015-01-06,15.210000038146973,14.800000190734863,11.75,0.23406200110912323,10.822770118713379,46.58000183105469
2015-01-07,14.550000190734863,14.670000076293945,11.615384101867676,0.24187499284744263,10.746248245239258,48.150001525878906
2015-01-08,14.270000457763672,14.149999618530273,11.811537742614746,0.23999999463558197,10.995774269104004,48.5099983215332
2015-01-09,14.050000190734863,14.0,11.757692337036133,0.2318750023841858,10.88265609741211,47.529998779296875
2015-01-12,14.25,13.449999809265137,11.692307472229004,0.234375,11.544731140136719,46.83000183105469
2015-01-13,13.6899995803833,13.890000343322754,11.734615325927734,0.2318750023841858,11.145489692687988,46.63999938964844
2015-01-14,13.779999732971191,13.770000457763672,11.923075675964355,0.22812500596046448,11.0623140335083,46.47999954223633
2015-01-15,14.050000190734863,14.0,11.923075675964355,0.22750000655651093,10.84605884552002,47.0
2015-01-16,14.329999923706055,14.170000076293945,11.923075675964355,0.22937500476837158,11.64454174041748,47.599998474121094
2015-01-19,13.579999923706055,14.350000381469727,11.984615325927734,0.22812500596046448,10.739594459533691,46.310001373291016
2015-01-20,13.069999694824219,14.0,12.134614944458008,0.21875,11.045679092407227,46.52000045776367
2015-01-21,12.9399995803833,14.100000381469727,12.003846168518066,0.2203119993209839,11.64454174041748,47.810001373291016
2015-01-22,13.510000228881836,14.289999961853027,12.103845596313477,0.21937499940395355,11.634560585021973,48.119998931884766
2015-01-23,13.25,14.34000015258789,12.246152877807617,0.2203119993209839,11.478191375732422,47.29999923706055
2015-01-26,12.6899995803833,13.949999809265137,12.100000381469727,0.21875,11.24530029296875,47.189998626708984
2015-01-27,12.550000190734863,13.699999809265137,12.30384635925293,0.21250000596046448,11.128854751586914,47.34000015258789
2015-01-28,12.180000305175781,13.199999809265137,12.423075675964355,0.20656199753284454,11.395015716552734,46.33000183105469
2015-01-29,12.84000015258789,13.199999809265137,12.703845977783203,0.21406200528144836,10.962504386901855,46.380001068115234
2015-01-30,12.220000267028809,12.619999885559082,12.338460922241211,0.21250000596046448,11.168779373168945,45.61000061035156
2015-02-02,11.75,12.800000190734863,12.669230461120605,0.21375000476837158,11.311840057373047,46.27000045776367
2015-02-03,11.649999618530273,13.699999809265137,12.569230079650879,0.20499999821186066,11.837508201599121,47.63999938964844
2015-02-04,11.90999984741211,13.359999656677246,12.630768775939941,0.20281200110912323,11.727717399597168,47.77000045776367
2015-02-05,11.75,13.699999809265137,12.596153259277344,0.20000000298023224,12.07705307006836,47.880001068115234
2015-02-06,10.949999809265137,14.350000381469727,12.569230079650879,0.190311998128891,12.143592834472656,47.29999923706055
2015-02-09,10.6899995803833,14.649999618530273,12.588460922241211,0.18843699991703033,12.336560249328613,47.91999816894531
2015-02-10,10.819999694824219,14.5,12.919230461120605,0.19187499582767487,12.2500581741333,47.15999984741211
2015-02-11,10.449999809265137,14.550000190734863,12.826923370361328,0.18125000596046448,11.973916053771973,46.95000076293945
2015-02-12,10.9399995803833,14.550000190734863,12.680768966674805,0.18437500298023224,12.023820877075195,48.130001068115234
2015-02-13,10.800000190734863,14.899999618530273,12.476922988891602,0.190311998128891,12.176862716674805,49.38999938964844
2015-02-18,10.869999885559082,14.649999618530273,12.461538314819336,0.1912499964237213,12.34321403503418,49.90999984741211
2015-02-19,10.800000190734863,14.649999618530273,12.692307472229004,0.19875000417232513,12.326579093933105,49.79999923706055
2015-02-20,10.899999618530273,14.600000381469727,12.5,0.19843700528144836,12.037129402160645,49.84000015258789
2015-02-23,10.510000228881836,14.300000190734863,12.442307472229004,0.2006250023841858,12.02049446105957,49.79999923706055
2015-02-24,10.869999885559082,14.350000381469727,12.5,0.20624999701976776,12.16022777557373,50.40999984741211
2015-02-25,10.649999618530273,14.460000038146973,12.192307472229004,0.20125000178813934,12.193498611450195,50.36000061035156
2015-02-26,10.5,14.34000015258789,12.14230728149414,0.2056249976158142,12.057090759277344,50.310001373291016
2015-02-27,10.050000190734863,14.289999961853027,11.761537551879883,0.1890619993209839,11.544731140136719,50.0099983215332
2015-03-02,9.65999984741211,14.170000076293945,11.953845977783203,0.1899999976158142,11.331802368164062,49.59000015258789
2015-03-03,9.640000343322754,14.100000381469727,12.192307472229004,0.1837500035762787,11.311840057373047,49.83000183105469
2015-03-04,9.550000190734863,14.289999961853027,12.173075675964355,0.1734369993209839,11.145489692687988,49.06999969482422
